ID,Growth,Production,BGC type
ASPT,0.9882080585490576,1.0390219888300714,T1PKS
GLYCL,0.9689399980181447,1.0087369114703904,T1PKS
FUM,0.989022803153936,1.0084625185710987,T1PKS
MCOALY,0.9890228031539388,1.0084625185696863,T1PKS
ASPTA,0.991974330884374,1.00648901071635,T1PKS
PSERT,0.9598729556878589,1.0045932867454808,T1PKS
PGCD,0.959872955687865,1.0045932867437894,T1PKS
PSP_L,0.9598729556878611,1.0045932867434888,T1PKS
AGT,0.9651161433450718,1.0045932867381926,T1PKS
GHMT2r,0.9613906653229742,1.0045932867271998,T1PKS
